order_latitude,order_longitude,distance_km,delivery_time_window_hrs,order_priority,vehicle_capacity_kg,order_weight_kg,vehicle_utilization_ratio,traffic_density_index,average_speed_kmph,weather_impact_index,time_of_day,fuel_cost_per_km,driver_cost_per_hour,optimized_route_time_min,optimized_route_cost,delivery_efficiency_score,route_reliability_index
12.949816047538945,77.47405317153545,13.823578503059393,16.472168866804655,2,500,42.94405266976449,0.5386765944237393,0.910270338074304,27.918126782891424,0.35778492584176624,12,6.16180775011891,279.70379113438366,43.23,286.7,0.0452,0.529
13.180285722563966,77.61676037895134,13.101961154527991,19.323672135401562,1,127,37.747730408317985,0.8638263981284107,0.5640993848262156,19.159912256331744,0.9416331814852029,15,10.550185242052912,356.88029605722437,52.6,451.09,0.0187,0.492
13.092797576724562,77.74917833435056,45.4064744455308,6.760761672227477,4,636,40.450725714492705,0.5370278603788428,0.6447296136594562,42.138683080914625,0.7111295180030899,21,7.872125711273616,135.2386218389152,85.49,550.14,0.0462,0.529
13.039463393678815,77.69288995456382,13.2277637926258,15.372104290960975,1,157,7.7054131627314835,0.3388030922588637,0.5231810266424668,26.388560292060944,0.29563833177963617,1,14.401760633010566,306.8693233155895,37.94,384.55,0.0257,0.702
12.862407456176975,77.72262445914458,14.325536580302918,14.15015761230622,3,597,4.416251865852744,0.6879313557033537,0.5680937465626604,53.00367594948964,0.5810464912839151,18,12.620716534397257,222.65309851752048,20.82,258.06,0.1375,0.598
12.862397808134482,77.66351334668428,38.210514858480224,20.155098666130236,3,396,44.77683172531137,0.7115316274263701,0.21213935923713736,16.13140249890033,0.9442295793642561,16,14.725144821597427,161.84384808404923,157.2,986.69,0.019,0.632
12.823233444867281,77.67691062580714,23.03725228007646,21.840002391068992,4,233,20.003879208983623,0.954178171935302,0.4269964079683648,31.673184986656185,0.8118131069457786,4,5.3755606974018955,220.82608562423258,52.96,318.75,0.0741,0.586
13.146470458309974,77.73967826062612,39.05881729080388,1.2796057439798965,1,430,15.106104225414361,0.808242928243732,0.5492653773934595,29.83638002341929,0.7418327137286597,17,7.851331751807087,122.78808608947506,100.12,511.56,0.0099,0.558
13.040446004697284,77.49986720354367,4.202941720654877,16.50245813835223,4,348,36.5101164588294,0.9424408567461076,0.7070375807941831,56.902692677696486,0.7369963117270224,22,6.95422586638349,308.6221445767917,6.0,60.09,0.5714,0.496
13.083229031118417,77.59576998545725,24.89098848999583,2.1922233797537674,1,649,41.98436423241298,0.9358430471701067,0.5600415444431137,17.656740030220192,0.17802032429227033,20,5.111545873118305,175.82280062453594,108.27,444.5,0.0092,0.723
12.808233797718321,77.48848377672785,2.647066408980849,13.623749296779186,2,174,43.26199147301674,0.7232018771807694,0.47025363465725123,10.492341250600548,0.8246812392279365,17,7.423257302463214,193.4216935134634,18.7,79.93,0.1015,0.564
13.187963940864798,77.79506720319866,4.070006969312372,7.615552768004599,3,753,16.48385991513614,0.6694334457355132,0.5104789882753258,21.90426064035588,0.27611863244345813,7,11.78775983520429,136.32438947243884,13.99,79.76,0.2001,0.713
13.132977056320168,77.77762373587464,45.41543521387614,8.055861789009247,4,933,42.75840716888203,0.6902086770145199,0.39383466336037326,51.01384298843273,0.9303666579015295,14,7.310889221345685,359.3977341669675,63.93,714.97,0.0616,0.563
12.88493564427131,77.41577072454741,7.823023184762163,9.118045579404201,2,267,3.005763274342924,0.9848315653740733,0.9395954262192423,20.466090802350852,0.36463999101378297,12,10.090034454826181,248.03328378482158,33.71,218.29,0.0576,0.515
12.87272998688284,77.68223006900628,27.088613431485637,15.289726328141032,2,870,3.4334130815262247,0.8412173842228712,0.6173945806327317,22.043903185274136,0.8576603970422565,12,13.878181149649986,271.6440633359201,96.49,812.79,0.0205,0.496
12.873361803941375,77.77009932696626,21.14368452743462,8.683149210381693,4,602,31.55244056353357,0.3743861333546771,0.2107275630976985,16.49494022684054,0.26623349451780143,15,11.937579203490753,270.8298049284564,85.01,636.13,0.0465,0.836
12.921696897183816,77.47223013805093,18.01982298668329,17.85207816357645,4,984,4.092212086661766,0.84489988474698,0.2155570067356373,45.77181016382702,0.5145269365822405,21,8.94629069906032,223.1479343624025,26.17,258.54,0.1472,0.759
13.009902572652894,77.62717809222106,45.09183393867635,10.304129868199002,2,454,16.905849256997914,0.4193766342287581,0.9783693079616333,13.458709525270859,0.10688529548906056,19,8.724689389121083,157.75897463144184,299.36,1180.52,0.0067,0.577
12.972778007456846,77.76619531903522,2.0693464419989853,2.5721236071290483,1,324,33.96504332609928,0.613145384303938,0.37716071309859606,26.560415116426082,0.660118902996174,12,9.557358140084848,323.53982454951995,5.56,49.76,0.1524,0.651
12.916491656079216,77.41357839143433,33.525694622603865,19.026476377134465,2,763,17.52607790665709,0.44732177052357397,0.8444866310514518,24.124936331048225,0.8360792751668383,19,6.770414410599064,138.1168796073023,118.59,499.97,0.0167,0.411
13.044741157888952,77.67896810689874,48.20632727646397,7.572441465632238,4,630,9.8003892905647,0.7827081458732608,0.2466202412484596,37.75798648950774,0.7184472813024161,1,11.340007674159882,131.16213708364316,86.05,734.77,0.046,0.686
12.855797544260817,77.51893960294902,28.448240989630253,10.95363823078304,2,245,14.78618047083824,0.9141168153351249,0.9369301893556392,46.52081325098678,0.5232585129386573,2,8.641528191046055,313.043511278951,53.88,526.95,0.0364,0.468
12.916857859414087,77.7697584781506,46.904300639621496,16.765209314103735,1,340,23.421191280271156,0.5032533197566766,0.8995336029333427,36.643821734837374,0.04511587860145949,14,13.523653492620436,162.65110613559514,111.34,936.14,0.0089,0.627
12.946544737317478,77.78842329806615,3.5606360850151644,8.646491614420377,3,983,24.293906912418638,0.3574075188457313,0.6568745299476118,56.55129964875338,0.9334410071708584,22,12.565526600578163,192.0318254058497,5.02,60.81,0.4983,0.457
12.982427993686814,77.77770659564537,21.520872634633907,2.3014700913744592,3,992,39.367011336012894,0.5089451686524743,0.20719892582660462,57.572131944366596,0.7054895485786347,18,11.1051316409216,242.56824010052208,24.75,339.05,0.1165,0.705
13.114070384557206,77.58968568666299,13.747731757140507,9.600184081294712,2,443,37.75750824214411,0.770653300552536,0.4062486992186701,28.07326642492577,0.745864238365333,12,8.642022226495161,234.80539501886386,35.35,257.15,0.055,0.614
12.879869512863344,77.74481706039572,36.81022728405576,22.72231740196898,1,848,23.384072423250625,0.530132089288115,0.5254581179187721,48.88401881374464,0.7946805755108072,4,7.099318316734844,312.5737375194998,57.05,558.53,0.0172,0.551
13.005693775365444,77.73781975941402,49.08355743436509,15.759891137866838,3,134,42.437700105839795,0.4946785172876624,0.5680512933980495,46.94006916340948,0.7477434259276107,21,12.76151864105623,287.0295380330083,80.56,1011.77,0.0368,0.548
13.036965827544817,77.5276401892973,13.569973059768143,16.44402041934576,2,801,6.597619790978396,0.4291046334089854,0.43814300684989765,54.64822958524137,0.44111616409833365,5,9.864090989910865,293.3188486845597,18.16,222.63,0.1044,0.692
12.818580165088,77.73156618966027,33.05455547222965,15.542489533665716,2,100,13.512314161216173,0.6482614988121034,0.22635829459642398,32.397182010385166,0.7336218292879468,13,7.247500381773575,314.2162991966372,68.15,596.46,0.0289,0.689
13.043017940760576,77.4148030538862,10.706784005227266,5.576819196067047,1,252,41.57084671161032,0.4931641797100313,0.6721019247412336,36.52365935988961,0.6250267878103289,3,6.951746150400062,187.7838182270396,23.5,147.98,0.0408,0.544
12.868209649474917,77.63850795139282,28.701182474008885,10.621678874352442,4,528,19.5217078926815,0.8117072443976381,0.6193237341558048,30.788715679078702,0.8540163336687865,21,6.6540090450135905,196.6999935401421,73.25,431.12,0.0539,0.496
12.826020637194112,77.49200353491509,23.732691847728475,18.27161536235632,2,607,49.07789638089827,0.3536356813945419,0.4264005083432622,52.51884596498528,0.8024598153373704,18,12.77161196205595,231.39932436866624,32.89,429.95,0.059,0.589
13.179554214901332,77.44822675431092,48.62826115194532,3.33157664372266,4,225,23.846410794863935,0.7648231231779222,0.23038077405568524,21.485115768106716,0.041374382467259885,22,7.289871853003117,192.23865191005783,151.44,839.7,0.0262,0.895
